,name,id_
8874,Boynton v. Virginia,m.02dh51
8875,Cumming v. Richmond County Board of Education,m.02dwt2
8876,Elk Grove Unified School District v. Newdow,m.02f6p8
8877,"Wabash, St. Louis & Pacific Railway Co. v. Illinois",m.02fx04
8878,Doe v. Chao,m.02gf62
8879,Flast v. Cohen,m.02gqdj
8880,Tinker v. Des Moines Independent Community School District,m.02hfz7
8881,Oliphant v. Suquamish Indian Tribe,m.02hgsw
8882,Morrison v. Olson,m.02l68n
8883,Hammer v. Dagenhart,m.02np73
8884,Insular Cases,m.02nvyq
8885,Hope v. Pelzer,m.02p_26q
8886,Penry v. Lynaugh,m.02pj3qd
8887,Texas v. Johnson,m.02pjm4
8888,United States v. Sioux Nation of Indians,m.02pk5tz
8889,Mississippi University for Women v. Hogan,m.02pk6s6
8890,United States v. Fordice,m.02pkz3f
8891,Cunningham v. California,m.02pm4cq
8892,Goesaert v. Cleary,m.02pm4d1
8893,Philip Morris USA Inc. v. Williams,m.02pmfxy
8894,Lopez v. Gonzales,m.02pml6p
8895,Minnesota v. Mille Lacs Band of Chippewa Indians,m.02pmv4y
8896,National Treasury Employees Union v. Von Raab,m.02pnb0d
8897,Nixon v. Herndon,m.02pndt3
8898,Ferguson v. City of Charleston,m.02pp08t
8899,"Tellabs, Inc. v. Makor Issues & Rights, Ltd.",m.02pprk1
8900,Humphrey's Executor v. United States,m.02pql14
8901,Scott v. Harris,m.02pr7n6
8902,Witherspoon v. Illinois,m.02prkpy
8903,United States v. Stanley,m.02prm0k
8904,Goss v. Lopez,m.02przs9
8905,Mississippi v. Johnson,m.02psyk7
8906,Nixon v. Condon,m.02pvnw7
8907,Jones v. United States,m.02pvrlk
8908,"Dun & Bradstreet, Inc. v. Greenmoss Builders, Inc.",m.02px86f
8909,District of Columbia v. Heller,m.02py8p6
8910,Runyon v. McCrary,m.02q_j5q
8911,South Carolina v. Katzenbach,m.02q064l
8912,Northern Securities Co. v. United States,m.02q2n5j
8913,"Cooper Industries, Inc. v. Leatherman Tool Group, Inc.",m.02q427c
8914,Merrell Dow Pharmaceuticals Inc. v. Thompson,m.02q44r5
8915,Berger v. New York,m.02q513r
8916,Collins v. Yosemite Park & Curry Co.,m.02q7gfg
8917,United States v. Kagama,m.02q8ymq
8918,New England Mutual Life Insurance Co. v. Woodworth,m.02qbl_5
8919,Panetti v. Quarterman,m.02qdj0v
8920,United States v. Robel,m.02qh5l9
8921,Anderson v. Mt. Clemens Pottery Co.,m.02qhf75
8922,Greenholtz v. Inmates of the Nebraska Penal & Correctional Complex,m.02qjlsb
8923,BP America Production Co. v. Burton,m.02qkgbb
8924,"Barnes v. Glen Theatre, Inc.",m.02qlbb4
8925,Stanford v. Texas,m.02qmxhp
8926,Agostini v. Felton,m.02qn0m0
8927,Boumediene v. Bush,m.02qn35k
8928,"Flagg Bros., Inc. v. Brooks",m.02qpct7
8929,Fuentes v. Shevin,m.02qptq4
8930,"Whitman v. American Trucking Ass'ns, Inc.",m.02qqb0r
8931,Board of Regents of State Colleges v. Roth,m.02qqbpw
8932,James v. United States,m.02qqhv3
8933,Califano v. Yamasaki,m.02qqnnn
8934,Pacific States Box & Basket Co. v. White,m.02qr2tk
8935,Heckler v. Chaney,m.02qr5m8
8936,United States v. Mead Corp.,m.02qr5n_
8937,Hollingsworth v. Virginia,m.02qslm
8938,Shapiro v. Thompson,m.02qsr_g
8939,"Manual Enterprises, Inc. v. Day",m.02qsz3l
8940,Florida v. Royer,m.02qtlvw
8941,"Hurley v. Irish-American Gay, Lesbian, & Bisexual Group of Boston",m.02qvr4p
8942,Clay v. United States,m.02qx71g
8943,Pocket Veto Case,m.02qxdsq
8944,Microsoft Corp. v. AT&T Corp.,m.02qxs3v
8945,Baker v. Morton,m.02qxz13
8946,Parratt v. Taylor,m.02qy_6s
8947,Estelle v. Gamble,m.02qyf_b
8948,Correctional Services Corp. v. Malesko,m.02qyg9n
8949,Monell v. Department of Social Services of the City of New York,m.02qygz8
8950,Will v. Michigan Department of State Police,m.02qyhb9
8951,Wilkinson v. Austin,m.02qyq63
8952,"Helicopteros Nacionales de Colombia, S. A. v. Hall",m.02r0pz6
8953,Asahi Metal Industry Co. v. Superior Court,m.02r0q0z
8954,Piper Aircraft Co. v. Reyno,m.02r0r3y
8955,Colorado v. Connelly,m.02r1jp4
8956,Coppage v. Kansas,m.02r2sbt
8957,Brown v. Hotel and Restaurant Employees,m.02r3bdy
8958,McDonnell Douglas Corp. v. Green,m.02rb431
8959,Ford v. Wainwright,m.02rck6x
8960,Bellotti v. Baird,m.02rctzz
8961,Ledbetter v. Goodyear Tire & Rubber Co.,m.02rfs47
8962,United States v. Flores-Montano,m.02rh217
8963,Skinner v. Railway Labor Executives Ass'n,m.02rl24w
8964,Credit Suisse Securities (USA) LLC v. Billing,m.02rvn05
8965,Bronston v. United States,m.02rvrmr
8966,Brendlin v. California,m.02rvw0g
8967,Hein v. Freedom From Religion Foundation,m.02rwctt
8968,Permanent Mission of India v. City of New York,m.02ry9gc
8969,"Time, Inc. v. Firestone",m.02rz585
8970,"Federal Election Commission v. Wisconsin Right to Life, Inc.",m.02rzw0t
8971,City of Boerne v. Flores,m.02v8rj
8972,Enmund v. Florida,m.02vkj5_
8973,Tison v. Arizona,m.02vkj6c
8974,"Leegin Creative Leather Products, Inc. v. PSKS, Inc.",m.02vlh5s
8975,Rita v. United States,m.02vpk_h
8976,"NLRB v. J. Weingarten, Inc.",m.02vvk5q
8977,Roth v. United States,m.02vvqg
8978,Hazelwood v. Kuhlmeier,m.02vzkw
8979,"Verizon Communications Inc. v. Law Offices of Curtis V. Trinko, LLP",m.02w7ls9
8980,"Gertz v. Robert Welch, Inc.",m.02wbcb
8981,Sipuel v. Board of Regents of the University of Oklahoma,m.02wcc37
8982,Hill v. Wallace,m.02wctty
8983,Webster v. Reproductive Health Services,m.02wj09
8984,Board of Trade of City of Chicago v. Olsen,m.02wvncz
8985,Saint Francis College v. al-Khazraji,m.02wx2py
8986,"MedImmune, Inc. v. Genentech, Inc.",m.02wxfln
8987,Wallace v. Cutten,m.02wzny5
8988,Harris v. McRae,m.02x154z
8989,Lynch v. Donnelly,m.02x1k82
8990,Griffith v. Kentucky,m.02x1qgp
8991,"Feist Publications, Inc., v. Rural Telephone Service Co.",m.02x5_
8992,Pace v. Alabama,m.02x6hrt
8993,Adams v. Texas,m.02x79lj
8994,Rochin v. California,m.02xpr9
8995,Bernal v. Fainter,m.02yc8w
8996,Cherokee Nation v. Georgia,m.02yxwv
8997,New Mexico v. Texas,m.02z1fjp
8998,Rose v. Locke,m.02z2sfn
8999,"Intel Corp. v. Advanced Micro Devices, Inc.",m.02z4mm
9000,Terminiello v. City of Chicago,m.02z4z5t
9001,United States v. Ninety-Five Barrels Alleged Apple Cider Vinegar,m.02z5dv6
9002,Strader v. Graham,m.02z6bgl
9003,United States v. Wong Kim Ark,m.02zbrp
9004,Rasul v. Bush,m.02zwqx
9005,Central Laborers' Pension Fund v. Heinz,m.02zx8g
9006,Missouri v. Holland,m.03_2jt
9007,Wisconsin v. Yoder,m.03_n2y
9008,"United States v. X-Citement Video, Inc.",m.03_rbb
9009,McConnell v. FEC,m.030_vs
9010,Pierce v. Society of Sisters,m.030_yf
9011,Jacobellis v. Ohio,m.030p8b
9012,Buck v. Bell,m.030r68
9013,Ex parte Bollman,m.031sqv
9014,Skinner v. Oklahoma,m.035d4s
9015,Ex parte Endo,m.035dvr
9016,Hiibel v. Sixth Judicial District Court of Nevada,m.037h7r
9017,Santa Fe Independent School District v. Doe,m.037lcc
9018,Clinton v. City of New York,m.038b7t
9019,Terry v. Ohio,m.038gs8
9020,Rumsfeld v. Padilla,m.038p5z
9021,Smith v. Allwright,m.039j7w
9022,Blakely v. Washington,m.03b8cv
9023,Edmonson v. Leesville Concrete Co.,m.03c041f
9024,Flint v. Stone Tracy Co.,m.03c10gl
9025,Georgia v. Stanton,m.03c4zfc
9026,"Chicago, Milwaukee & St. Paul Railway Co. v. Minnesota",m.03c4zxh
9027,New State Ice Co. v. Liebmann,m.03c5fpp
9028,"Bose Corp. v. Consumers Union of United States, Inc.",m.03c5qcc
9029,United States v. Students Challenging Regulatory Agency Procedures,m.03c5slw
9030,Baze v. Rees,m.03cbb_1
9031,Kansas v. Hendricks,m.03cjxx2
9032,Moyer v. Peabody,m.03clmp3
9033,Ohio v. Roberts,m.03cly1r
9034,Sanchez-Llamas v. Oregon,m.03cmgt_
9035,Murdock v. Pennsylvania,m.03cnjrb
9036,Jones v. City of Opelika,m.03cnnlj
9037,Cox v. New Hampshire,m.03cnppj
9038,Dickinson v. United States,m.03cnps8
9039,Douglas v. City of Jeannette,m.03cnqdy
9040,Follett v. Town of McCormick,m.03cqflb
9041,Prince v. Massachusetts,m.03cqfqg
9042,"Watchtower Bible & Tract Society of New York, Inc. v. Village of Stratton",m.03cqfvy
9043,J.E.B. v. Alabama ex rel. T.B.,m.03cqltl
9044,Falbo v. United States,m.03crdyr
9045,Estep v. United States,m.03crf8d
9046,Sicurella v. United States,m.03crfng
9047,Witmer v. United States,m.03crfx0
9048,Niemotko v. Maryland,m.03crg1j
9049,Jamison v. Texas,m.03crh3t
9050,Fowler v. Rhode Island,m.03crhff
9051,Poulos v. New Hampshire,m.03crn02
9052,Gibson v. United States,m.03cs1j_
9053,Cox v. United States,m.03cs1lq
9054,Simmons v. United States,m.03cs1md
9055,Tucker v. Texas,m.03cs1sc
9056,Wooley v. Maynard,m.03cs1xh
9057,Largent v. Texas,m.03cs20z
9058,Busey v. District of Columbia,m.03cs21_
9059,Thomas v. Review Board of the Indiana Employment Security Division,m.03cs54d
9060,Taylor v. Mississippi,m.03cs8r7
9061,Ingraham v. Wright,m.03csx0s
9062,Saia v. New York,m.03cv5l4
9063,Taft v. Bowers,m.03cyh5q
9064,Yasui v. United States,m.03d0g84
9065,Coleman v. Miller,m.03d4s_
9066,Planned Parenthood of Central Missouri v. Danforth,m.03grhrj
9067,Frank Lyon Co. v. United States,m.03gscy7
9068,Kimbrough v. United States,m.03gsmw9
9069,Pruneyard Shopping Center v. Robins,m.03hjn32
9070,Hinderlider v. La Plata River & Cherry Creek Ditch Co.,m.03hkvp2
9071,Reynolds v. Sims,m.03hly6
9072,Mitchell v. Forsyth,m.03hnkz3
9073,Tennessee v. Lane,m.03jdcz
9074,Board of Trustees of the University of Alabama v. Garrett,m.03jgvz
9075,Addington v. Texas,m.03m6dvt
9076,Estelle v. Smith,m.03m725g
9077,Illinois v. Lidster,m.03m7cj7
9078,Federal Power Commission v. Tuscarora Indian Nation,m.03m9xwp
9079,Tee-Hit-Ton Indians v. United States,m.03mb6y5
9080,Wyoming v. Colorado,m.03mcssw
9081,Bates v. State Bar of Arizona,m.03mf8pp
9082,"Florida Bar v. Went For It, Inc.",m.03mgh_y
9083,"Oregon Waste Systems, Inc. v. Department of Environmental Quality of Oregon",m.03ns4m0
9084,Edwards v. California,m.03pk7r
9085,Branzburg v. Hayes,m.03pv50
9086,Flood v. Kuhn,m.03qhgwz
9087,Haynes v. United States,m.03qkk_k
9088,Herring v. United States,m.03ql0qd
9089,Toolson v. New York Yankees,m.03qlf_5
9090,United States v. International Boxing Club of New York,m.03qp5l_
9091,McLaurin v. Oklahoma State Regents,m.03r996
9092,Everson v. Board of Education,m.03rsr5
9093,Lee v. Weisman,m.03s0jd
9094,Minor v. Happersett,m.03s4g4
9095,Apprendi v. New Jersey,m.03smfr
9096,Meyer v. Nebraska,m.03sv8s
9097,First National Bank of Boston v. Bellotti,m.03sxm0
9098,Federal Baseball Club v. National League,m.03t1xk
9099,Abrams v. United States,m.03thfj
9100,Perry v. Sindermann,m.03tj4z
9101,Speiser v. Randall,m.03tjlw
9102,Wheaton v. Peters,m.03v9t0
9103,Michigan v. Long,m.03vfh3
9104,Kennedy v. Louisiana,m.03w9g7y
9105,Radovich v. National Football League,m.03wbj58
9106,Harris v. Balk,m.03wcmg8
9107,"Board of Airport Commissioners of Los Angeles v. Jews for Jesus, Inc.",m.03wdwc6
9108,Farrington v. Tokushige,m.03wgppk
9109,Lum v. Rice,m.03x_n0
9110,Batson v. Kentucky,m.03xhgq
9111,Nix v. Whiteside,m.03xj1q
9112,Chaplinsky v. New Hampshire,m.03xw5z
9113,Avegno v. Schmidt,m.03y6jwp
9114,Street v. New York,m.03yd_q2
9115,Oregon v. Mitchell,m.03zb7_
9116,Burrow-Giles Lithographic Co. v. Sarony,m.04_rrk
9117,Gilbert v. California,m.04050tz
9118,Doyle v. Ohio,m.0408d1v
9119,United States v. Curtiss-Wright Export Corp.,m.040ntz
9120,County of Sacramento v. Lewis,m.04117y4
9121,Virginia v. Moore,m.04182rw
9122,Roberts v. United States Jaycees,m.0421p6y
9123,Hague v. Committee for Industrial Organization,m.042493
9124,Rogers v. Tennessee,m.0428fm
9125,Bouie v. City of Columbia,m.042jj3
9126,Crawford v. Marion County Election Board,m.043r81t
9127,Powell v. Alabama,m.044njz
9128,Miller v. Johnson,m.045vqm
9129,United States v. Williams,m.0465bjs
9130,California v. Byers,m.0466b2b
9131,Bob Jones University v. United States,m.046whn
9132,United States v. Miller,m.0471ds
9133,Rummel v. Estelle,m.047b032
9134,Maynard v. Cartwright,m.047bb4h
9135,Beck v. Alabama,m.047bm02
9136,Godfrey v. Georgia,m.047cs10
9137,Wilkerson v. Utah,m.047dfn9
9138,Lockett v. Ohio,m.047dx7t
9139,Gall v. United States,m.047lgj5
9140,Indiana v. Edwards,m.047n5t0
9141,California v. Acevedo,m.047qby2
9142,Passenger Cases,m.047qyx9
9143,Talbot v. Janson,m.047rt5w
9144,Silver v. New York Stock Exchange,m.047smqs
9145,Gregg v. Georgia,m.0485j3
9146,Republic of Austria v. Altmann,m.04881q
9147,Small v. United States,m.048t_f
9148,Eisner v. Macomber,m.04bcvk
9149,United States v. Shoshone Tribe of Indians,m.04cwj6b
9150,Diamond v. Chakrabarty,m.04d3t1
9151,Escobedo v. Illinois,m.04d4d4
9152,Stump v. Sparkman,m.04df5z
9153,Republican Party of Minnesota v. White,m.04fndl
9154,Nix v. Hedden,m.04fzcs
9155,New Jersey v. T. L. O.,m.04gp39
9156,McGowan v. Maryland,m.04h6y0
9157,United States v. Raines,m.04hqtx
9158,United States v. Carolene Products Co.,m.04hxfw
9159,Hart v. United States,m.04jr9k_
9160,Pryor v. United States,m.04jr9l2
9161,Schneider v. State (of New Jersey),m.04jr9l5
9162,Cantwell v. State of Connecticut,m.04jr9l8
9163,Martin v. City of Struthers,m.04jr9lc
9164,Torcaso v. Watkins,m.04jtxh
9165,"United States v. Paramount Pictures, Inc.",m.04k5fc
9166,Prigg v. Pennsylvania,m.04kkp9
9167,NLRB v. Jones & Laughlin Steel Corp.,m.04lw97
9168,Church of Lukumi Babalu Aye v. City of Hialeah,m.04n1vf
9169,Immigration and Naturalization Service v. Chadha,m.04p9kp
9170,Wickard v. Filburn,m.04pkpj
9171,Maryland v. Craig,m.04q7ry
9172,Dowling v. United States,m.04qmky
9173,Texas v. White,m.04r2ck
9174,Strauder v. West Virginia,m.04s_93
9175,Frontiero v. Richardson,m.04t84s
9176,Craig v. Boren,m.04t897
9177,"City of Cleburne v. Cleburne Living Center, Inc.",m.04tgzm
9178,Crawford v. Washington,m.04vjfz
9179,Yick Wo v. Hopkins,m.04vjq_
9180,Barker v. Wingo,m.04xg61
9181,Reynolds v. United States,m.04y17z
9182,Doe v. Bolton,m.04y4zg
9183,Joint Anti-Fascist Refugee Committee v. McGrath,m.04zl_c
9184,Hudson v. McMillian,m.04zqlh
9185,Debs v. United States,m.05_y4r
9186,United States v. O'Brien,m.050_q6
9187,Trop v. Dulles,m.051_dc
9188,Village of Euclid v. Ambler Realty Co.,m.05153s
9189,Goldberg v. Kelly,m.052_5m
9190,Ozawa v. United States,m.052pgq
9191,Universal Camera Corp. v. NLRB,m.0530q3
9192,"Daubert v. Merrell Dow Pharmaceuticals, Inc.",m.053d7b
9193,McCreary County v. American Civil Liberties Union,m.053nh_
9194,Turner v. Safley,m.054199
9195,Downes v. Bidwell,m.05538m
9196,Marbury v. Madison,m.056k5
9197,Van Orden v. Perry,m.059wvf
9198,"Vermont Yankee Nuclear Power Corp. v. Natural Resources Defense Council, Inc.",m.05b7nj
9199,Roper v. Simmons,m.05b8pv
9200,Bradwell v. Illinois,m.05bq4l
9201,Atkins v. Virginia,m.05bqlp
9202,Tenet v. Doe,m.05btq9
9203,Oyama v. California,m.05cj74
9204,Wolf v. Colorado,m.05ctp7
9205,Adamson v. California,m.05cvcb
9206,Duncan v. Louisiana,m.05cvtg
9207,Palko v. Connecticut,m.05cwcm
9208,Balzac v. Porto Rico,m.05d1d7
9209,Cooley v. Board of Wardens,m.05d232
9210,Moore v. Dempsey,m.05dqfl
9211,Holden v. Hardy,m.05dyn0
9212,Bethel School District v. Fraser,m.05f7x2
9213,United States v. Place,m.05fxt6
9214,Youngstown Sheet & Tube Co. v. Sawyer,m.05gmjx
9215,Johnson v. Eisentrager,m.05h6g6
9216,Ex parte Quirin,m.05hdkq
9217,Muskrat v. United States,m.05hjtz
9218,Erie Railroad Co. v. Tompkins,m.05jk1d
9219,Ex parte Young,m.05jmsy
9220,"Interstate Commerce Commission v. Cincinnati, New Orleans & Texas Pacific Railway Co.",m.05jtmv
9221,"NBC, Inc. v. United States",m.05jtyv
9222,United States v. Southwestern Cable Co.,m.05jv99
9223,Londoner v. City and County of Denver,m.05jwgh
9224,Bi-Metallic Investment Co. v. State Board of Equalization,m.05jwnt
9225,United States v. Ross,m.05k1fp
9226,United States v. Continental Can Co.,m.05k87b
9227,Mathews v. Eldridge,m.05kkn5
9228,Reed v. Reed,m.05km0j
9229,"MGM Studios, Inc. v. Grokster, Ltd.",m.05lmj3
9230,Zelman v. Simmons-Harris,m.05mx0k
9231,Reid v. Covert,m.05n_td
9232,"Pfaff v. Wells Electronics, Inc.",m.05p_ly
9233,"Cruzan v. Director, Missouri Department of Health",m.05p0d1
9234,Hans v. Louisiana,m.05pr7_
9235,Giles v. Harris,m.05psg8
9236,Griggs v. Duke Power Co.,m.05pxq5
9237,Festo Corp. v. Shoketsu Kinzoku Kogyo Kabushiki Co.,m.05q_pz
9238,Edelman v. Jordan,m.05qc1_
9239,Seminole Tribe of Florida v. Florida,m.05qf6s
9240,Railroad Commission v. Pullman Co.,m.05qf98
9241,Younger v. Harris,m.05qfc0
9242,Rooker v. Fidelity Trust Co.,m.05qff4
9243,District of Columbia Court of Appeals v. Feldman,m.05qffh
9244,Graver Tank & Manufacturing Co. v. Linde Air Products Co.,m.05qr1v
9245,Warner-Jenkinson Co. v. Hilton Davis Chemical Co.,m.05qs02
9246,Swift v. Tyson,m.05qyvf
9247,Allen v. Wright,m.05r34d
9248,Louisville & Nashville Railroad Co. v. Mottley,m.05r8k2
9249,Shaffer v. Heitner,m.05r90b
9250,International Shoe Co. v. Washington,m.05r94w
9251,Banco Nacional de Cuba v. Sabbatino,m.05rhbr
9252,Fitzpatrick v. Bitzer,m.05rkwk
9253,Harper & Row v. Nation Enterprises,m.05rndx
9254,Hartford Fire Insurance Co. v. California,m.05s0q9
9255,United States v. Trans-Missouri Freight Ass'n,m.05scwz
9256,"Merck KGaA v. Integra Lifesciences I, Ltd.",m.05sjq9
9257,Savana Redding v. Safford Unified School District #1,m.05svbhn
9258,Schweiker v. Chilicky,m.05tbxj
9259,Bivens v. Six Unknown Named Agents,m.05tc53
9260,Yates v. United States,m.05tfw1
9261,United States v. Verdugo-Urquidez,m.05v7c4
9262,England v. Louisiana State Board of Medical Examiners,m.05vqg6
9263,Stenberg v. Carhart,m.05vzbw
9264,Stanley v. Georgia,m.05yny9
9265,United Mine Workers of America v. Bagwell,m.06__sw
9266,Rust v. Sullivan,m.06_x2s
9267,Hamdan v. Rumsfeld,m.06_y4n
9268,Katz v. United States,m.060j90
9269,FEC v. Akins,m.060vr1
9270,Cannon v. University of Chicago,m.060ybd
9271,Poe v. Ullman,m.06109x
9272,DeFunis v. Odegaard,m.0610ll
9273,"Friends of the Earth, Inc. v. Laidlaw Environmental Services, Inc.",m.0610xf
9274,Standard Oil Co. of New Jersey v. United States,m.0616ts
9275,Gray v. Sanders,m.061jr4
9276,Marsh v. Chambers,m.061zng
9277,Tory v. Cochran,m.0623k8
9278,Eisenstadt v. Baird,m.062jkm
9279,Lau v. Nichols,m.063mbs
9280,Florida v. Riley,m.064tw5
9281,Nixon v. United States,m.065hwr
9282,Berman v. Parker,m.065nw8
9283,Granholm v. Heald,m.0668mf
9284,United States v. Reynolds,m.066stq
9285,International News Service v. Associated Press,m.0677yt
9286,Arthur Andersen LLP v. United States,m.067v3b
9287,Cutter v. Wilkinson,m.069xqj
9288,North Carolina v. Alford,m.06bhn_
9289,Spector v. Norwegian Cruise Line Ltd.,m.06d9fc
9290,Gonzales v. Raich,m.06dkxc
9291,DeLima v. Bidwell,m.06dtg3
9292,Employment Division v. Smith,m.06fwzr
9293,United States v. Booker,m.06g8n6
9294,Hernandez v. Texas,m.06h_br
9295,California v. Greenwood,m.06k81l
9296,Stromberg v. California,m.06lt20
9297,Olmstead v. United States,m.06lx91
9298,Kelo v. City of New London,m.06m4tj
9299,"PGA Tour, Inc. v. Martin",m.06mtp7
9300,Ring v. Arizona,m.06mtyn
9301,Cramer v. United States,m.06mxcc
9302,Town of Castle Rock v. Gonzales,m.06p3gn
9303,National Cable & Telecommunications Ass'n v. Brand X Internet Services,m.06p8q0
9304,Hawaii Housing Authority v. Midkiff,m.06ppg1
9305,City of Philadelphia v. New Jersey,m.06pql3
9306,Maine v. Taylor,m.06pqq8
9307,Hunt v. Washington State Apple Advertising Commission,m.06pqvw
9308,United Public Workers v. Mitchell,m.06pv1p
9309,Crosby v. National Foreign Trade Council,m.06q29c
9310,"Florida Lime & Avocado Growers, Inc. v. Paul",m.06q2dk
9311,Berea College v. Kentucky,m.06qj4j
9312,McLaughlin v. Florida,m.06r0hv
9313,Missouri v. Jenkins,m.06s64c
9314,United States v. Bhagat Singh Thind,m.06sgjh
9315,New York Times Co. v. Tasini,m.06txw0
9316,Scott v. Illinois,m.06v_lq
9317,Pennoyer v. Neff,m.06v9lj
9318,United States v. Kirby,m.06vp4y
9319,Forsyth County v. Nationalist Movement,m.06vy3p
9320,Betts v. Brady,m.06vzx7
9321,Church of the Holy Trinity v. United States,m.06wf69
9322,Community for Creative Non-Violence v. Reid,m.06z51g
9323,Diamond v. Diehr,m.070_74
9324,"BMW of North America, Inc. v. Gore",m.0704mb
9325,Alaska v. Native Village of Venetie Tribal Government,m.0704sv
9326,Lujan v. Defenders of Wildlife,m.0706bb
9327,Ayotte v. Planned Parenthood of Northern New England,m.0706sz
9328,Chung Fook v. White,m.070l38
9329,Tennessee Valley Authority v. Hill,m.070nsh
9330,Parisi v. Davidson,m.070x68
9331,Rice v. Cayetano,m.070xzz
9332,Smith v. Doe,m.070y1t
9333,United States v. Virginia,m.071cmd
9334,United States v. Playboy Entertainment Group,m.071sqk
9335,"TrafFix Devices, Inc. v. Marketing Displays, Inc.",m.0720vx
9336,Atwater v. City of Lago Vista,m.074j51
9337,Champion v. Ames,m.074w5s
9338,United States v. Darby Lumber Co.,m.078gl6
9339,Calder v. Jones,m.0793qk
9340,Meritor Savings Bank v. Vinson,m.079ncs
9341,United States v. Gouveia,m.07b5lr
9342,Fullilove v. Klutznick,m.07d9nr
9343,Virginia v. Black,m.07h23x
9344,Hirabayashi v. United States,m.07k3yk
9345,Hylton v. United States,m.07lchr
9346,Head Money Cases,m.07m90c
9347,Parker v. Flook,m.07rtw1
9348,Stuart v. Laird,m.07shh1
9349,Westside School District v. Mergens,m.07sj8v
9350,De Jonge v. Oregon,m.07sjj5
9351,Bowen v. Roy,m.07tfyl
9352,Dillon v. Gloss,m.07v8gt
9353,Baker v. Selden,m.07wxm4
9354,Harper v. Virginia State Board of Elections,m.07x70c
9355,United States v. Sprague,m.07xr00
9356,Island Trees School District v. Pico,m.07yd3w
9357,Ball v. United States,m.08_8d0
9358,Jones v. Alfred H. Mayer Co.,m.08_ddj
9359,Cheek v. United States,m.08_v5z
9360,Lauro Lines v. Chasser,m.081vhm
9361,Washington v. Davis,m.082tn_
9362,Kyllo v. United States,m.083h19
9363,Kawakita v. United States,m.084qrb
9364,Bell v. Wolfish,m.084t22
9365,United States v. Moreland,m.084tyb
9366,Hills v. Gautreaux,m.084wjd
9367,"Markman v. Westview Instruments, Inc.",m.085mv3
9368,Jaffee v. Redmond,m.085tr9
9369,Gonzales v. Oregon,m.08666x
9370,"Campbell v. Acuff-Rose Music, Inc.",m.086kr9
9371,Ake v. Oklahoma,m.087nbb
9372,United States v. Seeger,m.088rby
9373,Board of Education of Kiryas Joel Village School District v. Grumet,m.088rfq
9374,United States v. Ballard,m.088rrs
9375,Bailey v. Alabama,m.089s5v
9376,California Democratic Party v. Jones,m.08cqb7
9377,Nixon v. Shrink Missouri Government PAC,m.08cqj0
9378,Storer v. Brown,m.08cqnp
9379,Schriro v. Summerlin,m.08dv_z
9380,Johnson v. M'Intosh,m.08fm5l
9381,"Carnival Cruise Lines, Inc. v. Shute",m.08fn7f
9382,Bates v. City of Little Rock,m.08gds6
9383,Brown v. Louisiana,m.08gdx2
9384,Cox v. Louisiana,m.08gdzn
9385,Edwards v. South Carolina,m.08gf14
9386,Hepburn v. Griswold,m.08hjff
9387,Ashcroft v. Free Speech Coalition,m.08jq8q
9388,Brady v. Maryland,m.08lf74
9389,Grosjean v. American Press Co.,m.08lkv3
9390,Solem v. Helm,m.08p4tt
9391,United States v. Thompson-Center Arms Co.,m.08q113
9392,South Dakota v. Dole,m.08qr05
9393,Benton v. Maryland,m.08qrpn
9394,Blanton v. City of North Las Vegas,m.08qt4c
9395,International Salt Co. v. United States,m.08rk28
9396,Dickerson v. United States,m.08s84d
9397,Commissioner v. Glenshaw Glass Co.,m.08tsfv
9398,Scheidler v. National Organization for Women,m.08vdfx
9399,United States v. Leon,m.08wfzf
9400,Goldwater v. Carter,m.08yqqm
9401,Hansberry v. Lee,m.09__jl
9402,Charles River Bridge v. Warren Bridge,m.093908
9403,Sheldon v. Sill,m.093y57
9404,James v. United States,m.0942g4
9405,Bowers v. Kerbaugh-Empire Co.,m.094hxp
9406,County of Allegheny v. American Civil Liberties Union,m.096ch0
9407,"Rumsfeld v. Forum for Academic & Institutional Rights, Inc.",m.096wr1
9408,City of Akron v. Akron Center for Reproductive Health,m.09702f
9409,Hodgson v. Minnesota,m.097055
9410,United States v. Constantine,m.097fyf
9411,"Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc.",m.098p3l
9412,McCleskey v. Kemp,m.098qmq
9413,Coker v. Georgia,m.099x5t
9414,Plyler v. Doe,m.09bk3h
9415,Illinois v. Gates,m.09cf40
9416,City of Indianapolis v. Edmond,m.09d1nt
9417,Locke v. Davey,m.09db0p
9418,Kumho Tire Co. v. Carmichael,m.09dp99
9419,Clinton v. Jones,m.09f38_
9420,Duke Power Co. v. Carolina Environmental Study Group,m.09hysk
9421,Milkovich v. Lorain Journal Co.,m.09l_l_
9422,United States v. Schwimmer,m.09p44_
9423,Lisenba v. California,m.09q6sj
9424,Utah v. Evans,m.09s89g
9425,Willson v. Black-Bird Creek Marsh Co.,m.09sbs6
9426,Bailey v. Drexel Furniture Co.,m.09v1_d
9427,Gregory v. Helvering,m.09v3zc
9428,Luther v. Borden,m.09v7zp
9429,Schenck v. Pro-Choice Network of Western New York,m.09yl8q
9430,United States v. United States District Court,m.09zybd
9431,Alden v. Maine,m.0b_rc8
9432,Warth v. Seldin,m.0b08gb
9433,United States v. Salerno,m.0b19x8
9434,Beauharnais v. Illinois,m.0b5bz5
9435,Oregon v. Guzek,m.0b5r1c
